,Location,Total sqft,price,bedrooms
1530,other,1300,39900000.0,3.0
1531,Andheri West,651,2000000.0,1.0
1532,Andheri West,651,2000000.0,1.0
1533,Andheri East,715,16500000.0,2.0
1534,Andheri East,715,16500000.0,2.0
1535,Andheri East,715,16500000.0,2.0
1536,Andheri East,715,16500000.0,2.0
1537,Andheri East,715,16500000.0,2.0
1538,Andheri East,715,16500000.0,2.0
1540,Dombivali East,650,5400000.0,1.0
1541,Airoli,530,5500000.0,1.0
1542,Dombivli (West),575,3100000.0,1.0
1543,Borivali East,790,16500000.0,2.0
1544,Juhu,2200,125000000.0,4.0
1545,Seawoods,550,5800000.0,1.0
1546,other,535,1829000.0,1.0
1547,Badlapur West,610,1800000.0,1.0
1556,Karjat,598,3529000.0,2.0
1557,Karjat,381,2259000.0,1.0
1558,Taloja,386,2796000.0,1.0
1559,Taloja,614,4444000.0,2.0
1560,Taloja,340,2458000.0,1.0
1561,Taloja,447,3232000.0,1.0
1562,Karjat,827,4284000.0,3.0
1563,other,539,4621000.0,2.0
1564,other,365,2902000.0,1.0
1565,kasaradavali thane west,900,7300000.0,2.0
1566,kasaradavali thane west,914,9140000.0,1.0
1567,Badlapur West,1350,6500000.0,3.0
1568,Malad West,550,8300000.0,1.0
1569,Kandivali West,850,13700000.000000002,2.0
1570,Mira Road East,630,6200000.0,1.0
1571,Mira Road East,660,5100000.0,1.0
1572,Mira Road East,630,5821000.0,1.0
1573,Mira Road East,630,6200000.0,1.0
1574,Powai,1180,34000000.0,3.0
1575,Powai,1180,33500000.0,3.0
1576,Virar,650,3300000.0,1.0
1577,Thane West,1300,13000000.0,3.0
1578,Thane West,1026,21500000.0,3.0
1579,Thane West,811,20000000.0,2.0
1580,Mira Road East,625,6000000.0,1.0
1581,Mira Road East,380,3800000.0,1.0
1582,Mira Road East,400,3590999.9999999995,1.0
1583,Mira Road East,630,5821000.0,1.0
1584,Mira Road East,630,6200000.0,1.0
1585,Kandivali West,850,11800000.0,2.0
1586,Powai,1180,34000000.0,3.0
1587,Powai,1180,33500000.0,3.0
1588,Kharghar,2000,35000000.0,3.0
1589,Kharghar,1750,18000000.0,3.0
1590,Bhandup West,565,7900000.0,1.0
1591,Kharghar,1206,9000000.0,2.0
1592,Karanjade,2000,25000000.0,3.0
1593,Karanjade,2000,25000000.0,3.0
1594,Bhandup West,800,11000000.0,2.0
1595,kasaradavali thane west,900,7300000.0,2.0
1596,kasaradavali thane west,914,9140000.0,1.0
1597,Badlapur West,1350,6500000.0,3.0
1598,Malad West,550,8300000.0,1.0
1599,Kandivali West,850,13700000.000000002,2.0
1600,Bhandup West,565,7900000.0,1.0
1601,Bhandup West,800,11000000.0,2.0
1602,Kharghar,1500,19000000.0,3.0
1603,Kharghar,1206,9000000.0,2.0
1604,Karanjade,2000,25000000.0,3.0
1605,Karanjade,2000,25000000.0,3.0
1606,Thane West,1650,32000000.0,3.0
1607,Bandra West,1100,40000000.0,2.0
1608,Thane West,900,11600000.0,2.0
1609,Thane West,600,8800000.0,1.0
1610,Mulund West,1450,22599999.999999996,3.0
1611,Mulund West,1170,18500000.0,2.0
1612,Powai,1470,50000000.0,3.0
1613,Kharghar,1225,15000000.0,2.0
1614,Bandra West,1000,37500000.0,2.0
1615,Borivali East,1500,36000000.0,3.0
1616,other,850,35000000.0,2.0
1617,other,750,35000000.0,1.0
1618,Chembur,1005,28000000.0,3.0
1619,Chembur,1005,28000000.0,3.0
1620,Naigaon East,750,3500000.0,1.0
1621,other,1600,27500000.0,2.0
1622,Mulund West,1400,15900000.0,2.0
1623,Mulund West,2000,25200000.0,3.0
1624,Mulund West,2000,24200000.0,3.0
1625,Mulund West,2000,23400000.0,3.0
1626,Mulund West,1900,21400000.0,3.0
1627,other,550,6300000.0,1.0
1628,Goregaon East,600,7900000.0,1.0
1629,Borivali West,1250,22500000.0,3.0
1630,Andheri West,1050,16100000.000000002,2.0
1631,Borivali West,600,9800000.0,1.0
1632,Bhandup West,1294,11000000.0,2.0
1633,Mulund West,2000,23400000.0,3.0
1634,Mulund West,1900,21400000.0,3.0
1635,Mulund West,1900,20400000.0,3.0
1636,Mulund West,1900,19600000.0,3.0
1637,Mulund West,1400,17500000.0,2.0
1638,Mulund West,1400,16500000.0,2.0
1639,Bhandup West,1085,14700000.0,2.0
1640,Mulund West,1900,21400000.0,3.0
1641,Mulund West,1400,15900000.0,2.0
1642,Bhandup West,1085,14700000.0,2.0
1643,Bhandup West,1085,14700000.0,2.0
1644,Bhandup West,1000,14600000.0,2.0
1645,other,635,6800000.0,1.0
1646,Kurla,920,10500000.0,2.0
1647,other,1600,27500000.0,2.0
1648,Mira Road East,388,6324000.0,1.0
1649,Naigaon East,750,3500000.0,1.0
1650,Mulund West,2000,23400000.0,3.0
1651,Mulund West,1900,21400000.0,3.0
1652,Mulund West,1900,20400000.0,3.0
1653,Mulund West,1900,19600000.0,3.0
1654,Mulund West,1400,17500000.0,2.0
1655,Mulund West,1400,16500000.0,2.0
1656,Dombivli (West),1000,4850000.0,2.0
1657,Dombivali East,800,3850000.0,1.0
1658,Bhandup West,500,5500000.0,1.0
1659,Bhandup West,1000,19200000.0,2.0
1660,Bhandup West,700,12500000.0,2.0
1661,Bhandup West,1000,19100000.0,2.0
1662,Thane West,1200,16800000.0,3.0
1663,Kurla,1500,20000000.0,2.0
1664,Bhandup West,1000,19000000.0,2.0
1665,Kanjurmarg,800,11100000.000000002,2.0
1666,Mulund West,1500,15900000.0,2.0
1667,Mulund West,1900,20400000.0,3.0
1668,Vichumbe,950,4000000.0,2.0
1669,Mulund West,1800,19600000.0,3.0
1670,Mulund West,1600,17500000.0,2.0
1671,Agripada,1650,34000000.0,2.0
1672,Mulund West,1600,16500000.0,2.0
1673,Bhandup West,1300,12100000.0,2.0
1674,Dombivali,455,2048999.9999999998,1.0
1675,Dombivali,480,2099000.0,1.0
1676,Kanjurmarg,1022,15200000.0,1.0
1677,Dombivali,620,2499000.0,1.0
1678,Dombivali,830,3300000.0,2.0
1679,Dombivali,650,2599000.0,1.0
1680,Mira Road East,360,8400000.0,1.0
1684,Mira Road East,327,7600000.0,1.0
1685,Mira Road East,308,7400000.0,1.0
1686,Mira Road East,357,8200000.0,1.0
1688,Mira Road East,339,7700000.0,1.0
1690,Mira Road East,506,10500000.0,2.0
1691,Mira Road East,323,7500000.0,1.0
1692,Mira Road East,527,11000000.0,2.0
1694,Mira Road East,349,8000000.0,1.0
1695,Mira Road East,400,8800000.0,1.0
1696,Mira Road East,347,7900000.0,1.0
1697,Mira Road East,365,8600000.0,1.0
1698,Mira Road East,417,8900000.0,1.0
1699,Mira Road East,368,8700000.0,1.0
1700,Dombivali,510,2039999.9999999998,1.0
1701,Dombivali,570,2280000.0,1.0
1702,Dombivali,800,3200000.0,2.0
1703,Dombivali,725,3000000.0,2.0
1704,Dombivali,415,1848999.9999999998,1.0
1705,Dombivali,650,2600000.0,1.0
1706,Dombivali,400,1800000.0,1.0
1707,Dombivali,930,5999000.0,2.0
1708,Kanjurmarg,1022,15200000.0,2.0
1709,Dombivali East,690,3300000.0,1.0
1710,Dombivali East,770,3100000.0,2.0
1711,Dombivali East,340,1360000.0,1.0
1712,Kharghar,1205,13700000.000000002,2.0
1713,Bhandup West,750,15000000.0,2.0
1714,Mulund West,800,13500000.0,1.0
1715,Bhandup West,850,11399999.999999998,2.0
1716,Bhandup West,750,15000000.0,2.0
1717,Bhayandar East,1845,26000000.0,3.0
1718,Bhayandar East,1025,16000000.0,2.0
1719,Mira Road East,968,7800000.0,2.0
1720,Dombivali,480,1900000.0,1.0
1721,Dombivali,510,2039999.9999999998,1.0
1722,Dombivali,570,2280000.0,1.0
1723,Dombivali,800,3200000.0,2.0
1724,Dombivali,725,3000000.0,2.0
1725,Dombivali,415,1848999.9999999998,1.0
1726,Dombivali,650,2600000.0,1.0
1727,Dombivali,400,1800000.0,1.0
1728,Dombivali,930,5999000.0,2.0
1729,Kanjurmarg,1022,15200000.0,2.0
1730,Dombivali East,690,3300000.0,1.0
1731,Dombivali East,770,3100000.0,2.0
1732,Dombivali East,340,1360000.0,1.0
1733,Kharghar,1205,13700000.000000002,2.0
1734,Bhandup West,750,15000000.0,2.0
1735,Mulund West,800,13500000.0,1.0
1736,Bhandup West,850,11399999.999999998,2.0
1737,Bhandup West,750,15000000.0,2.0
1738,Bhiwandi,800,3420000.0000000005,1.0
1739,Dombivali,820,7600000.0,2.0
1740,Bhandup East,600,8000000.0,1.0
1741,Mulund West,2000,25200000.0,3.0
1742,Chembur,800,10000000.0,1.0
1743,Rabale,650,6000000.0,1.0
1744,Dombivali,820,7600000.0,2.0
1745,Dombivali,800,4200000.0,2.0
1746,Dombivali,660,3100000.0,1.0
1747,Mira Road East,660,6400000.0,1.0
1748,Mira Road East,660,6500000.0,1.0
1749,Mira Road East,1100,8500000.0,2.0
1750,Mira Road East,750,6800000.0,1.0
1751,Mira Road East,750,6500000.0,1.0
1752,Badlapur East,885,3979999.9999999995,2.0
1753,Bhayandar East,1080,8500000.0,2.0
1754,Bhayandar East,740,6900000.0,1.0
1755,Bhayandar East,740,6800000.0,1.0
1756,Kandivali East,1250,23500000.0,2.0
1757,Kandivali East,885,17500000.0,2.0
1758,Borivali East,625,11500000.0,1.0
1759,Wadala,815,22300000.0,2.0
1760,Ulwe,400,3200000.0,1.0
1761,Kandivali West,900,13500000.0,2.0
1762,Malad West,450,5150000.0,1.0
1763,Chembur,1000,12500000.0,2.0
1764,Chembur,1200,17000000.0,2.0
1765,Ulwe,660,4000000.0,1.0
1766,Chembur,2450,34500000.0,3.0
1767,Ulwe,1010,6000000.0,2.0
1768,Chembur,1000,12900000.0,2.0
1769,Chembur,2300,42000000.0,4.0
1770,Chembur,800,10000000.0,1.0
1771,Rabale,650,6000000.0,1.0
1772,Chembur,600,7500000.0,1.0
1773,Bhandup West,800,7000000.0,1.0
1774,Bhandup East,600,7500000.0,1.0
1775,Bhandup East,602,7200000.0,1.0
1776,Bhandup East,1000,12500000.0,2.0
1777,Bhandup East,1000,12000000.0,2.0
1778,Bhandup East,600,7200000.0,1.0
1779,Bhandup West,1000,11000000.0,2.0
1780,Mira Road East,730,5900000.0,1.0
1781,Mira Road East,730,5800000.0,1.0
1782,Mira Road East,1000,9900000.0,2.0
1783,Mira Road East,730,6900000.0,1.0
1784,Mira Road East,795,6800000.0,1.0
1785,Mira Road East,795,7000000.0,1.0
1786,Mira Road East,1300,15000000.0,3.0
1787,Mira Road East,1100,10500000.0,2.0
1788,Mira Road East,730,7300000.0,1.0
1789,Wadala,815,22300000.0,2.0
1790,Mira Road East,980,7900000.0,2.0
1791,Mira Road East,738,6750000.0,1.0
1792,Mira Road East,1120,11800000.0,3.0
1793,Mira Road East,710,6650000.0,1.0
1794,Mira Road East,1010,9400000.0,2.0
1795,Mira Road East,795,6500000.0,1.0
1796,Mira Road East,1300,14000000.0,3.0
1797,Andheri West,975,29500000.0,2.0
1798,Thane West,1100,12000000.0,2.0
1799,Andheri West,1700,57500000.0,3.0
1800,Malad West,856,15400000.0,2.0
1801,Malad West,868,15200000.0,2.0
1802,Malad West,869,15000000.0,2.0
1803,Mulund West,3000,53000000.0,5.0
1804,Mulund West,2000,38200000.0,4.0
1805,Mulund West,2000,26100000.0,3.0
1806,Malad West,856,16200000.000000002,2.0
1807,Malad West,856,16000000.0,2.0
1808,Mulund West,800,12800000.0,1.0
1809,other,1200,57500000.0,2.0
1810,Mulund West,2000,17000000.0,2.0
1811,Mulund West,800,11399999.999999998,1.0
1812,Mulund West,800,11600000.0,1.0
1813,Mulund West,2000,17000000.0,2.0
1814,Mulund West,2000,17000000.0,2.0
1815,Mulund West,2000,18800000.0,2.0
1816,Mulund West,2000,31000000.0,3.0
1817,Mulund West,800,11800000.0,1.0
1818,Mulund West,400,6000000.0,1.0
1819,Mulund West,1700,18000000.0,2.0
1820,Bhandup East,1000,12000000.0,2.0
1821,Bhandup East,600,7200000.0,1.0
1822,Bhandup West,1000,11000000.0,2.0
1823,Chembur,600,7500000.0,1.0
1824,Chembur,1000,12900000.0,2.0
1825,Bhandup West,800,7000000.0,1.0
1826,Malad West,450,5100000.0,1.0
1827,Bhandup East,1000,11200000.000000002,2.0
1828,Bhandup East,600,7200000.0,1.0
1829,Bhandup East,800,10500000.0,1.0
1830,Ulwe,640,3800000.0,1.0
1831,Mira Road East,337,5799000.0,1.0
1832,Mira Road East,552,8098999.999999999,2.0
1833,Mira Road East,358,5999000.0,1.0
1834,Dombivali,600,2800000.0,1.0
1835,Bhandup East,1000,12000000.0,2.0
1836,Bhiwandi,800,3420000.0000000005,1.0
1837,Mira Road East,426,9000000.0,1.0
1838,Mira Road East,360,8400000.0,1.0
1840,Mulund West,800,12700000.0,1.0
1841,Mulund West,1200,16000000.0,2.0
1842,Mulund West,1200,16299999.999999998,2.0
1843,Mulund West,1200,16299999.999999998,2.0
1844,Mulund West,2000,26600000.0,3.0
1845,Chembur,870,9000000.0,1.0
1846,Chembur,2000,34500000.0,3.0
1847,Badlapur East,375,1900000.0,1.0
1848,Bhayandar East,1845,26000000.0,3.0
1849,Bhayandar East,1025,16000000.0,2.0
1850,Mira Road East,968,7800000.0,2.0
1851,Bhandup West,600,11100000.000000002,2.0
1852,Bhandup West,600,7800000.0,1.0
1853,Bhandup West,600,7100000.0,1.0
1854,Bhandup West,800,11000000.0,2.0
1856,Dahisar,990,10100000.0,2.0
1857,Malad West,800,13500000.0,2.0
1858,Malad West,620,8950000.0,1.0
1859,Bhayandar East,725,6251000.0,1.0
1860,Mira Road East,327,7600000.0,1.0
1861,Mira Road East,308,7400000.0,1.0
1862,Mira Road East,357,8200000.0,1.0
1864,Mira Road East,339,7700000.0,1.0
1866,Mira Road East,506,10500000.0,2.0
1867,Mira Road East,323,7500000.0,1.0
1868,Mira Road East,527,11000000.0,2.0
1870,Mira Road East,349,8000000.0,1.0
1871,Mira Road East,400,8800000.0,1.0
1872,Mira Road East,347,7900000.0,1.0
1873,Mira Road East,365,8600000.0,1.0
1874,Malad West,450,5210000.0,1.0
1875,Malad West,450,5100000.0,1.0
1876,Bhandup East,600,7200000.0,1.0
1877,Bhandup East,800,10500000.0,1.0
1878,Bhandup East,1000,11200000.000000002,2.0
1879,Chembur,1000,12900000.0,2.0
1880,Bhandup West,800,7000000.0,1.0
1881,Santacruz East,1000,30000000.0,3.0
1882,Malad East,690,14000000.0,1.0
1883,Bhandup West,600,11100000.000000002,2.0
1884,Bhandup West,600,7800000.0,1.0
1885,Bhandup West,600,7100000.0,1.0
1886,Bhandup West,800,11000000.0,2.0
1888,Mulund West,1000,15300000.0,2.0
1889,Mulund West,800,12700000.0,1.0
1890,Mulund West,1200,16000000.0,2.0
1891,Mulund West,1200,16299999.999999998,2.0
1892,Mulund West,1200,16299999.999999998,2.0
1893,Mulund West,2000,26600000.0,3.0
1894,Mulund West,800,12800000.0,1.0
1895,other,1200,57500000.0,2.0
1896,Mulund West,2000,17000000.0,2.0
1897,Mulund West,800,11399999.999999998,1.0
1898,Mulund West,800,11600000.0,1.0
1899,Mulund West,2000,17000000.0,2.0
1900,Mulund West,2000,17000000.0,2.0
1901,Mulund West,2000,31000000.0,3.0
1902,Mulund West,800,11800000.0,1.0
1903,Mulund West,400,6000000.0,1.0
1904,Mulund West,1700,18000000.0,2.0
1905,Mulund West,400,6500000.0,1.0
1906,Mulund West,800,12000000.0,1.0
1907,Jogeshwari West,1700,50000000.0,3.0
1908,Malad West,850,15800000.0,2.0
1909,Andheri West,1361,41500000.0,2.0
1910,Malad West,877,15600000.0,2.0
1911,Malad West,856,15400000.0,2.0
1912,Malad West,868,15200000.0,2.0
1913,Malad West,869,15000000.0,2.0
1914,Kalyan East,1040,25000000.0,2.0
1915,Mulund West,1200,16000000.0,2.0
1916,Mulund West,800,12700000.0,1.0
1917,Mulund West,800,12700000.0,1.0
1918,Malad West,850,15000000.0,2.0
1919,Malad West,1050,20500000.0,3.0
1920,Thane West,740,8400000.0,2.0
1921,Thane West,650,9000000.0,1.0
1922,Thane West,650,8800000.0,1.0
1923,Thane West,650,7000000.0,1.0
1924,Thane West,850,10500000.0,2.0
1925,Thane West,1350,15700000.0,3.0
1926,Thane West,1200,8900000.0,2.0
1927,Thane West,555,6500000.0,1.0
1928,Thane West,1050,9500000.0,2.0
1929,Thane West,711,7101000.000000001,1.0
1930,Karjat,600,1450000.0,1.0
1931,Karjat,800,2100000.0,2.0
1932,Karjat,700,1450000.0,1.0
1933,Karjat,850,2200000.0,2.0
1934,Karjat,700,1670000.0,1.0
1935,Karjat,450,1150000.0,1.0
1936,Karjat,950,2100000.0,2.0
1937,Karjat,680,1540000.0,1.0
1938,Karjat,850,1960000.0000000002,2.0
1939,Karjat,430,1180000.0,1.0
1940,Karjat,690,1560000.0,1.0
1941,Mira Road East,1062,9200000.0,2.0
1942,Mira Road East,711,6700000.0,1.0
1943,Mira Road East,756,6990000.000000001,1.0
1944,Karjat,400,1350000.0,1.0
1945,Agripada,1120,25000000.0,1.0
1946,Andheri West,1250,20800000.0,2.0
1947,Mira Road East,1300,14000000.0,3.0
1948,Andheri West,975,29500000.0,2.0
1949,Thane West,1100,12000000.0,2.0
1950,Andheri West,1700,57500000.0,3.0
1951,Mira Road East,955,10700000.0,2.0
1952,Mira Road East,1045,14000000.0,2.0
1953,Mira Road East,750,7500000.0,1.0
1954,Mira Road East,755,6300000.0,1.0
1955,Thane West,600,6500000.0,1.0
1956,Thane West,650,7500000.0,1.0
1957,Thane West,850,8500000.0,2.0
1958,Thane West,950,10000000.0,2.0
1959,Thane West,1200,12000000.0,3.0
1960,Thane West,555,6500000.0,1.0
1961,Thane West,1050,9500000.0,2.0
1962,Thane West,711,7101000.000000001,1.0
1963,Mira Road East,850,7300000.0,1.0
1964,Thane West,1250,18000000.0,2.0
1965,Andheri West,1600,27000000.0,3.0
1966,Thane West,1050,12500000.0,2.0
1967,Thane West,1080,12000000.0,2.0
1968,Malad West,600,10500000.0,1.0
1969,Malad West,600,9500000.0,1.0
1970,Malad West,600,10000000.0,1.0
1971,Mira Road East,1062,9200000.0,2.0
1972,Mira Road East,711,6700000.0,1.0
1973,Mira Road East,1100,8500000.0,2.0
1974,Mira Road East,750,6800000.0,1.0
1975,Mira Road East,750,6500000.0,1.0
1976,Mira Road East,660,6400000.0,1.0
1977,Mira Road East,660,6500000.0,1.0
1978,Kandivali East,1250,23500000.0,2.0
1979,Badlapur East,885,3979999.9999999995,2.0
1980,Bhayandar East,1080,8500000.0,2.0
1981,Bhayandar East,740,6900000.0,1.0
1982,Bhayandar East,740,6800000.0,1.0
1983,other,1000,24000000.0,2.0
1984,Kandivali East,2500,53000000.0,4.0
1985,Kandivali East,885,17500000.0,2.0
1986,Borivali East,625,11500000.0,1.0
1987,Mira Road East,675,6500000.0,1.0
1988,Panvel,850,7800000.0,2.0
1989,Andheri West,1550,40000000.0,3.0
1990,Thane West,1040,12500000.0,2.0
1991,Thane West,1050,11500000.0,2.0
1992,Mira Road East,990,7700000.0,2.0
1993,Mira Road East,756,6990000.000000001,1.0
1994,Andheri West,1250,20800000.0,2.0
1995,Mira Road East,955,10700000.0,2.0
1996,Mira Road East,1045,14000000.0,2.0
1997,Mira Road East,750,7500000.0,1.0
1998,Mira Road East,755,6300000.0,1.0
1999,Mira Road East,1300,14000000.0,3.0
2000,Thane West,1250,18000000.0,2.0
2001,Bhayandar East,750,8400000.0,1.0
2002,Malad West,750,16500000.0,2.0
2003,Malad West,700,15500000.0,2.0
2004,Thane West,1018,14200000.0,2.0
2005,Malad West,650,10200000.0,1.0
2006,Malad West,600,9800000.0,1.0
2007,Karjat,980,2650000.0,2.0
2008,Karjat,950,2650000.0,2.0
2009,Karjat,650,1980000.0,1.0
2010,Mira Road East,850,7300000.0,1.0
2011,Karjat,950,2700000.0,2.0
2012,Karjat,850,2650000.0,2.0
2013,Karjat,680,1920000.0,1.0
2014,Karjat,950,2700000.0,2.0
2015,Karjat,600,1850000.0,1.0
2016,Karjat,900,2250000.0,2.0
2017,Karjat,680,1950000.0,1.0
2018,Thane West,740,9200000.0,2.0
2019,Karjat,400,1300000.0,1.0
2020,Malad West,700,15500000.0,2.0
2021,Thane West,1018,14200000.0,2.0
2022,Malad West,650,10200000.0,1.0
2023,Malad West,600,9800000.0,1.0
2024,Thane West,740,9200000.0,2.0
2025,Malad West,750,16500000.0,2.0
2026,Malad West,750,10700000.0,1.0
2027,Thane West,1080,15000000.0,2.0
2028,Kalamboli,723,5700000.0,1.0
2029,Karjat,680,1860000.0000000002,1.0
2030,Karjat,950,2650000.0,2.0
2031,Karjat,650,1980000.0,1.0
2032,Kalamboli,1425,12500000.0,3.0
2033,Kalamboli,667,5500000.0,1.0
2034,Karjat,980,2650000.0,2.0
2035,Kalamboli,1167,9200000.0,2.0
2036,Kalamboli,1095,9000000.0,2.0
2037,Karjat,950,2700000.0,2.0
2038,Karjat,850,2650000.0,2.0
2039,Karjat,680,1920000.0,1.0
2040,Mira Road East,730,6423999.999999999,1.0
2041,Mira Road East,730,6423999.999999999,1.0
2042,Malad West,750,10700000.0,1.0
2043,Thane West,1080,15000000.0,2.0
2044,Thane West,950,10000000.0,2.0
2045,other,788,6500000.0,1.0
2046,Kalamboli,1425,12500000.0,3.0
2047,Kalamboli,667,5500000.0,1.0
2048,Karjat,980,2650000.0,2.0
2049,Karjat,950,2650000.0,2.0
2050,Karjat,650,1980000.0,1.0
2051,Kalamboli,1167,9200000.0,2.0
2052,Kalamboli,1095,9000000.0,2.0
2053,Thane West,740,9200000.0,2.0
2054,Panvel,700,6300000.0,1.0
2055,Karjat,680,2100000.0,1.0
2056,Malad West,750,16500000.0,2.0
2057,Panvel,700,9500000.0,2.0
2058,Koper Khairane,550,3500000.0,1.0
2059,Koper Khairane,560,5700000.0,1.0
2060,Karjat,680,2100000.0,1.0
2061,Panvel,700,9500000.0,2.0
2062,Thane West,950,10000000.0,2.0
2063,other,788,6500000.0,1.0
2064,Panvel,700,6500000.0,1.0
2065,Panvel,900,8000000.0,2.0
2066,Powai,1400,39500000.0,3.0
2067,Bhiwandi,570,2400000.0,1.0
2068,Panvel,850,6200000.0,2.0
2069,Palava,425,2500000.0,1.0
2070,other,460,1600000.0,1.0
2071,Badlapur East,654,4099000.0,2.0
2072,Badlapur East,661,4100000.0,2.0
2073,Badlapur East,683,4300000.0,2.0
2074,Malad West,250,2910000.0,1.0
2075,Malad West,400,5500000.0,1.0
2076,Mira Road East,426,9000000.0,1.0
2077,Mira Road East,360,8400000.0,1.0
2080,Mira Road East,308,7400000.0,1.0
2081,Mira Road East,357,8200000.0,1.0
2083,Mira Road East,339,7700000.0,1.0
2085,Mira Road East,506,10500000.0,2.0
2086,Mira Road East,323,7500000.0,1.0
2087,Mira Road East,527,11000000.0,2.0
2088,Mira Road East,368,8700000.0,1.0
2089,Mira Road East,417,8900000.0,1.0
2091,Mira Road East,349,8000000.0,1.0
2092,Mira Road East,400,8800000.0,1.0
2093,Mira Road East,347,7900000.0,1.0
2094,Mira Road East,365,8600000.0,1.0
2095,Chembur,488,11900000.0,1.0
2096,Chembur,716,17100000.0,2.0
2097,Chembur,464,11399999.999999998,1.0
2098,Chembur,700,16800000.0,2.0
2099,Chembur,479,11399999.999999998,1.0
2100,Malad West,250,2910000.0,1.0
2101,Malad West,400,5500000.0,1.0
2102,Kharghar,735,9799000.0,2.0
2103,Kharghar,636,8479000.0,2.0
2104,Kharghar,417,5559000.0,1.0
2105,Kharghar,468,6239000.0,1.0
2106,Chembur,319,6200000.0,1.0
2107,Chembur,309,6000000.0,1.0
2108,Kharghar,1150,14000000.0,2.0
2109,Kharghar,1000,9000000.0,2.0
2110,Kharghar,1750,18000000.0,3.0
2111,Kharghar,750,5500000.0,1.0
2112,Kharghar,1250,13000000.0,2.0
2113,Kharghar,1150,12500000.0,2.0
2114,Kharghar,1880,20000000.0,3.0
2115,Kharghar,1665,14000000.0,3.0
2116,Kharghar,1175,13700000.000000002,2.0
2117,Kharghar,1150,12500000.0,2.0
2118,Kharghar,1200,11000000.0,2.0
2119,Kharghar,1550,18000000.0,3.0
2120,Kharghar,1750,17500000.0,2.0
2121,Kharghar,1100,10500000.0,2.0
2122,Kharghar,1150,10800000.0,2.0
2123,Kharghar,1650,18000000.0,3.0
2124,Kharghar,1630,19900000.0,3.0
2125,Kharghar,1675,18000000.0,3.0
2126,Kharghar,1950,18900000.0,3.0
2127,Kharghar,1240,13000000.0,2.0
2128,Kharghar,950,10000000.0,2.0
2129,Kharghar,1350,14000000.0,3.0
2130,Dombivali,917,9500000.0,3.0
2131,Dombivali,917,9500000.0,3.0
2132,Dombivali,576,6000000.0,2.0
2133,Dombivali,576,6000000.0,2.0
2134,Dombivali,917,9500000.0,3.0
2135,Dombivali,576,6000000.0,2.0
2136,Dombivali,433,4500000.0,1.0
2137,Dombivali,433,4500000.0,1.0
2138,Dombivali,694,7100000.0,2.0
2139,Dombivali,694,7100000.0,2.0
2140,Dombivali,656,7350000.0,2.0
2141,Dombivali,678,8500000.0,2.0
2142,Dombivali,656,7350000.0,2.0
2143,Dombivali,656,7350000.0,2.0
2144,Dombivali,678,8500000.0,2.0
2145,Dombivali,678,8500000.0,2.0
2146,Dombivali,1043,12300000.0,3.0
2147,Dombivali,1043,12300000.0,3.0
2148,Dombivali,768,9060000.0,3.0
2149,Dombivali,768,9060000.0,3.0
2150,Dombivali,1034,12200000.0,3.0
2151,Dombivali,1034,12200000.0,3.0
2152,Dombivali,1126,13300000.0,3.0
2153,Dombivali,1126,13300000.0,3.0
2154,Dombivali,415,4650000.0,1.0
2155,Dombivali,415,4650000.0,1.0
2156,Dombivali,666,7461000.0,2.0
2157,Dombivali,666,7461000.0,2.0
2158,Virar,511,4025000.0,1.0
2159,Virar,702,5849000.0,2.0
2160,Virar,511,4025000.0,1.0
2161,Virar,617,4900000.0,2.0
2162,Virar,473,3599000.0,1.0
2163,Virar,473,3599000.0,1.0
2164,Virar,617,4900000.0,2.0
2165,Mira Road East,1235,12800000.0,3.0
2166,Wadala,689,24300000.0,2.0
2167,Wadala,1046,38700000.0,3.0
2168,Wadala,735,27300000.0,2.0
2169,Wadala,739,29000000.0,2.0
2170,Wadala,1063,43300000.0,3.0
2171,Wadala,1232,44800000.00000001,3.0
2172,Koper Khairane,1000,13500000.0,3.0
2173,Ghansoli,1300,16500000.0,2.0
2174,Ghansoli,1550,21500000.0,3.0
2175,Ghansoli,650,8000000.0,1.0
2176,Ghansoli,715,7500000.0,1.0
2177,Koper Khairane,3500,23000000.0,4.0
2178,Ghansoli,3605,52500000.0,4.0
2179,Ghansoli,1300,20500000.0,2.0
2180,Kharghar,1350,14000000.0,3.0
2181,Dombivali,917,9500000.0,3.0
2182,Dombivali,917,9500000.0,3.0
2183,Dombivali,576,6000000.0,2.0
2184,Dombivali,576,6000000.0,2.0
2185,Dombivali,917,9500000.0,3.0
2186,Dombivali,576,6000000.0,2.0
2187,Dombivali,433,4500000.0,1.0
2188,Dombivali,433,4500000.0,1.0
2189,Dombivali,694,7100000.0,2.0
2190,Dombivali,694,7100000.0,2.0
2191,Dombivali,656,7350000.0,2.0
2192,Dombivali,678,8500000.0,2.0
2193,Dombivali,656,7350000.0,2.0
2194,Dombivali,656,7350000.0,2.0
2195,Dombivali,678,8500000.0,2.0
2196,Dombivali,678,8500000.0,2.0
2197,Dombivali,1043,12300000.0,3.0
2198,Dombivali,1043,12300000.0,3.0
2199,Dombivali,768,9060000.0,3.0
2200,other,471,3499000.0,1.0
2201,Seawoods,1150,12000000.0,2.0
2202,Nerul,1675,25000000.0,3.0
2203,Seawoods,1300,20000000.0,2.0
2204,Kharghar,1275,16500000.0,2.0
2205,Bandra West,1100,40000000.0,3.0
