,Location,Total sqft,price,bedrooms
2206,Naigaon East,978,4875000.0,2.0
2207,Naigaon East,978,4750000.0,2.0
2208,Naigaon East,978,4600000.0,2.0
2209,Mira Road East,1050,7900000.0,2.0
2210,Mira Road East,1080,9000000.0,2.0
2211,Mira Road East,760,7500000.0,1.0
2212,Mira Road East,1100,12000000.0,3.0
2213,Mira Road East,750,5900000.0,1.0
2214,Mira Road East,1080,9000000.0,2.0
2215,Mira Road East,740,5300000.0,1.0
2216,Mira Road East,750,7600000.0,1.0
2217,Mira Road East,1350,15100000.0,3.0
2218,Mira Road East,1350,15100000.0,3.0
2219,Mira Road East,1010,10500000.0,2.0
2220,Sion,800,19500000.0,3.0
2221,Sion,600,14500000.0,2.0
2222,Kharghar,575,8700000.0,2.0
2223,Kharghar,929,14000000.0,3.0
2224,Ulwe,590,3300000.0,1.0
2225,Ulwe,560,3000000.0,1.0
2226,Powai,1335,43500000.0,3.0
2227,Mira Road East,1050,7900000.0,2.0
2228,Mira Road East,1080,9000000.0,2.0
2229,Mira Road East,760,7500000.0,1.0
2230,Mira Road East,1100,12000000.0,3.0
2231,Mira Road East,750,5900000.0,1.0
2232,Mira Road East,1080,9000000.0,2.0
2233,Mira Road East,740,5300000.0,1.0
2234,Mira Road East,1350,15100000.0,3.0
2235,Mira Road East,1350,15100000.0,3.0
2236,Mira Road East,1010,10500000.0,2.0
2237,Mira Road East,995,10100000.0,2.0
2238,Mira Road East,710,7400000.0,1.0
2239,Mira Road East,690,7200000.0,1.0
2240,Mira Road East,1350,15100000.0,3.0
2241,Mira Road East,1010,10500000.0,2.0
2242,Mira Road East,995,10100000.0,2.0
2243,Mira Road East,710,7400000.0,1.0
2244,Mira Road East,690,7200000.0,1.0
2245,Mira Road East,1010,12200000.0,2.0
2246,Mira Road East,693,6400000.0,1.0
2247,Mira Road East,710,5900000.0,1.0
2248,Mira Road East,690,5700000.0,1.0
2249,Mira Road East,1010,7800000.0,2.0
2250,Mira Road East,700,6750000.0,1.0
2251,Mira Road East,745,6850000.0,1.0
2252,Mira Road East,1050,7900000.0,2.0
2253,Mira Road East,1080,9000000.0,2.0
2254,Mira Road East,760,7500000.0,1.0
2255,Mira Road East,1100,12000000.0,3.0
2256,Mira Road East,750,5900000.0,1.0
2257,Mira Road East,1080,9000000.0,2.0
2258,Mira Road East,740,5300000.0,1.0
2259,other,622,5200000.0,1.0
2260,Kalwa,1000,9200000.0,2.0
2261,Virar,700,3300000.0,1.0
2262,Virar,610,3450000.0,1.0
2263,Virar,650,3400000.0,1.0
2264,Virar,950,5200000.0,2.0
2265,Virar,1050,5900000.0,2.0
2266,Virar,950,4900000.0,2.0
2267,Virar West,980,3800000.0,2.0
2268,Virar,620,3000000.0,1.0
2269,Virar,950,4200000.0,2.0
2270,Virar,650,3700000.0,1.0
2271,Virar,950,3600000.0,2.0
2272,Virar,860,4150000.0,2.0
2273,Virar,650,3250000.0,1.0
2274,Virar,865,3800000.0,2.0
2275,Virar,730,3431000.0,1.0
2276,Virar,1000,5800000.0,2.0
2277,Virar,650,3100000.0,1.0
2278,Virar West,750,2500000.0,1.0
2279,Virar,940,4100000.0,2.0
2280,Virar,880,4650000.0,2.0
2281,Virar,700,3000000.0,1.0
2282,Virar,1240,6500000.0,3.0
2283,Kandivali West,340,3750000.0,1.0
2284,Kandivali West,340,3600000.0,1.0
2285,Kandivali West,340,3600000.0,1.0
2286,Malad West,390,5000000.0,1.0
2287,Kandivali West,340,3950000.0,1.0
2288,Kandivali West,340,3800000.0,1.0
2289,Kandivali West,340,3700000.0,1.0
2290,Kandivali West,340,4200000.0,1.0
2291,Goregaon East,800,11500000.0,2.0
2292,Kalyan East,780,5300000.0,2.0
2293,Malad West,990,14900000.0,2.0
2294,Dombivali East,750,3350000.0,1.0
2295,Bhiwandi,587,3600000.0,1.0
2296,Malad East,2225,50000000.0,3.0
2297,Dombivali,525,4135000.0,1.0
2298,Dombivali,724,6580000.0,2.0
2299,Dombivali,468,3820000.0000000005,1.0
2300,Dombivali,667,6296000.0,2.0
2301,Virar,950,4499000.0,2.0
2302,Virar,422,3800000.0,1.0
2303,Virar,410,3400000.0,1.0
2304,Virar,389,3000000.0,1.0
2305,Virar,402,3100000.0,1.0
2306,Virar,389,3200000.0,1.0
2307,Virar,436,3900000.0,1.0
2308,Virar,389,3100000.0,1.0
2309,Virar,425,4100000.0,1.0
2310,Virar,364,2799000.0,1.0
2311,Dombivali,656,7045000.0,2.0
2312,Dombivali,540,5800000.0,2.0
2313,Dombivali,572,6143000.0,2.0
2314,Dombivali,444,4500000.0,1.0
2315,Dombivali,759,8200000.0,3.0
2316,Dombivali,479,4854000.0,1.0
2317,Airoli,525,6300000.0,1.0
2318,Airoli,550,5800000.0,1.0
2319,Airoli,675,7000000.0,1.0
2320,Dombivali,572,6143000.0,2.0
2321,Dombivali,444,4500000.0,1.0
2322,Dombivali,759,8200000.0,3.0
2323,Dombivali,479,4854000.0,1.0
2324,Airoli,525,6300000.0,1.0
2325,Airoli,550,5800000.0,1.0
2326,Airoli,675,7000000.0,1.0
2327,Airoli,1050,8500000.0,2.0
2328,Airoli,1200,13000000.0,2.0
2329,Airoli,1050,12500000.0,2.0
2330,other,750,8800000.0,1.0
2331,Airoli,1250,15300000.0,2.0
2332,Airoli,600,6500000.0,1.0
2333,Airoli,600,6500000.0,1.0
2334,Airoli,1150,12500000.0,2.0
2335,Thane West,455,8500000.0,1.0
2336,Thakurli,600,4400000.0,1.0
2337,Thane West,660,4800000.0,1.0
2338,Thane West,600,6300000.0,2.0
2339,Thane West,900,9500000.0,2.0
2340,Thane West,850,6200000.0,2.0
2341,Virar,395,3909000.0000000005,1.0
2342,Thane West,530,4100000.0,1.0
2344,Virar,396,3918000.0,1.0
2345,Virar,393,3889000.0,1.0
2346,Thane West,850,6200000.0,2.0
2347,Virar,360,3563000.0000000005,1.0
2348,Virar,359,3552000.0000000005,1.0
2350,Virar,394,3897000.0,1.0
2351,Thane West,640,6000000.0,1.0
2352,Virar,370,3661999.9999999995,1.0
2354,Virar,788,7370000.0,3.0
2355,Thane West,850,6300000.0,2.0
2357,Virar,352,3483000.0,1.0
2359,Virar,382,3779999.9999999995,1.0
2361,Virar,380,3758000.0,1.0
2362,Virar,398,3936999.9999999995,1.0
2363,Virar,381,3769000.0,1.0
2364,Lower Parel,1470,74600000.0,3.0
2365,Lower Parel,737,37300000.0,2.0
2366,Lower Parel,1474,74600000.0,3.0
2367,Lower Parel,735,37300000.0,2.0
2368,Lower Parel,676,31900000.0,2.0
2369,Kurla,539,11800000.0,2.0
2370,Lower Parel,1352,64000000.0,3.0
2371,Kurla,444,9900000.0,1.0
2372,Lower Parel,1385,64000000.0,3.0
2373,Kurla,558,12300000.0,2.0
2374,Kurla,512,11399999.999999998,2.0
2375,Lower Parel,679,31900000.0,2.0
2376,Kurla,439,9800000.0,1.0
2377,other,1503,9300000.0,2.0
2378,Dombivali,1180,6800000.0,3.0
2379,Palava,682,3500000.0,1.0
2380,Dombivali,1180,6800000.0,3.0
2381,Palava,682,3500000.0,1.0
2382,Dombivali,1098,6100000.0,2.0
2383,other,585,3400000.0,1.0
2384,Dombivali,981,4700000.0,2.0
2385,Dombivali,1503,8700000.0,2.0
2386,Dombivali,1044,5900000.0,2.0
2387,Dombivali,864,4900000.0,2.0
2388,Dombivali,1098,7000000.0,3.0
2389,Dombivali,1699,13000000.0,3.0
2390,Dombivali,1699,12500000.0,3.0
2391,Dombivali,881,4500000.0,2.0
2392,Dombivali East,1098,7600000.0,3.0
2393,Koper Khairane,1000,9000000.0,2.0
2394,Dombivali East,648,4350000.0,1.0
2395,Koper Khairane,650,4500000.0,1.0
2396,Sion,967,32599999.999999996,3.0
2397,Sion,639,21500000.0,2.0
2398,Sion,938,31600000.0,3.0
2399,Sion,532,17900000.0,2.0
2400,Sewri,605,25000000.0,2.0
2401,Sewri,747,33400000.0,2.0
2402,Sion,958,32300000.0,3.0
2403,Sewri,781,33600000.0,2.0
2404,Sion,662,22300000.0,2.0
2405,Sewri,812,38900000.0,2.0
2406,Sion,1194,40199999.99999999,3.0
2407,Sewri,644,27200000.000000004,2.0
2408,Sion,602,20299999.999999996,2.0
2409,Sewri,611,26800000.0,2.0
2410,Wadala,673,18100000.0,2.0
2411,Sion,1334,44800000.00000001,3.0
2412,Sewri,821,39200000.0,2.0
2413,Wadala,965,26200000.0,3.0
2414,Sion,698,23500000.0,2.0
2415,Dombivali East,715,2700000.0,2.0
2416,Dombivali East,495,1880000.0,1.0
2417,Dombivali,930,5580000.0,2.0
2418,Dombivali,635,3761999.9999999995,1.0
2419,Dombivali,662,3300000.0,1.0
2420,Dombivali,410,2050000.0,1.0
2421,Dombivali,620,2480000.0,1.0
2422,Dombivali,400,1600000.0,1.0
2423,Dombivali,800,3199000.0,2.0
2424,Dombivali,480,2200000.0,1.0
2425,Dombivali,725,3300000.0,2.0
2426,Dombivali,515,2060000.0000000002,1.0
2427,Dombivali,350,1400000.0,1.0
2428,Dombivali,495,1832000.0,1.0
2429,Dombivli (West),510,3060000.0,1.0
2430,Dombivali East,570,3135000.0,1.0
2431,Dombivali,415,1850000.0,1.0
2432,Dombivali East,515,2060000.0000000002,1.0
2433,Dombivali East,710,2840000.0,2.0
2434,Dombivali East,545,2180000.0,1.0
2435,Dombivali,629,3145000.0,1.0
2436,Dombivali,830,3486000.0,2.0
2437,Dombivali East,310,1200000.0,1.0
2438,Dombivali East,770,2899000.0,2.0
2439,Dombivali East,540,2100000.0,1.0
2440,Dombivali,615,2700000.0,1.0
2441,Dombivali East,570,3500000.0,1.0
2442,Dombivali,575,2200000.0,1.0
2443,Dombivali,795,3600000.0,2.0
2444,Dombivali East,510,2100000.0,1.0
2445,Dombivli (West),320,2000000.0,1.0
2446,other,1300,45000000.0,3.0
2447,Mira Road East,1155,11000000.0,2.0
2448,Mira Road East,1155,10700000.0,2.0
2449,Mira Road East,604,2310000.0,1.0
2450,Mira Road East,1086,4153000.0,3.0
2451,Mira Road East,851,3256000.0,2.0
2452,Mira Road East,1155,10500000.0,2.0
2453,Mira Road East,788,8000000.0,1.0
2454,Mira Road East,788,7500000.0,1.0
2455,Naigaon East,1025,5000000.0,2.0
2456,Virar,331,3399000.0,1.0
2457,Virar,512,4399000.0,2.0
2458,Santacruz East,650,13000000.0,1.0
2460,Virar,347,3800000.0,1.0
2462,Santacruz East,1470,29000000.0,3.0
2463,Virar,373,4084000.0000000005,1.0
2464,Thane West,455,8500000.0,1.0
2465,Thakurli,600,4400000.0,1.0
2466,Kalwa,700,7800000.0,1.0
2467,Kalwa,1100,12800000.0,2.0
2468,Kalwa,945,8500000.0,2.0
2469,Kalwa,675,6900000.0,1.0
2470,Kalwa,950,9600000.0,2.0
2471,Malad East,690,13500000.0,1.0
2472,Goregaon East,1287,37900000.0,3.0
2473,Goregaon East,575,9000000.0,1.0
2474,Goregaon East,2600,60000000.0,5.0
2475,Malad East,1050,14700000.0,2.0
2476,Malad East,600,9700000.0,1.0
2477,Goregaon East,1100,24000000.0,3.0
2478,Goregaon East,1000,20500000.0,2.0
2479,Malad East,1200,24500000.0,3.0
2480,Goregaon East,1100,24000000.0,3.0
2481,Goregaon East,1000,20500000.0,2.0
2482,Malad East,1200,24500000.0,3.0
2483,Malad East,1000,18000000.0,2.0
2484,Malad East,1900,32000000.0,3.0
2485,Malad East,1050,19900000.0,2.0
2486,Malad East,1050,22000000.0,2.0
2487,Malad East,1050,19000000.0,2.0
2488,Malad East,2200,42000000.0,3.0
2489,Goregaon East,1050,21000000.0,2.0
2490,Malad East,1800,30000000.0,3.0
2491,Malad East,1000,19000000.0,2.0
2492,Goregaon East,1700,31000000.0,3.0
2493,Malad East,1050,23500000.0,2.0
2494,Malad East,2000,45000000.0,4.0
2495,Thane West,600,5500000.0,1.0
2496,Thane West,800,11000000.0,2.0
2497,Malad West,785,19900000.0,3.0
2498,Malad West,787,20900000.0,3.0
2499,Malad West,570,15100000.0,2.0
2500,Malad West,578,15600000.0,2.0
2501,Malad West,398,10500000.0,1.0
2502,Taloja,577,6875000.0,2.0
2503,Taloja,424,4850000.0,1.0
2504,Taloja,595,7050000.0,2.0
2505,Taloja,602,7300000.0,2.0
2507,Prabhadevi,3250,145000000.0,4.0
2508,other,1250,40000000.0,2.0
2509,Kharghar,1515,16500000.0,3.0
2510,Kharghar,1215,12500000.0,2.0
2511,Kharghar,1215,12500000.0,2.0
2512,Taloja,419,2989000.0,1.0
2513,Taloja,585,4250000.0,2.0
2514,Andheri West,1600,23500000.0,3.0
2515,Bhandup East,608,8200000.0,1.0
2516,Kalwa,620,6200000.0,1.0
2517,Kalwa,950,7000000.0,1.0
2518,Kalwa,650,6000000.0,1.0
2519,Borivali East,415,6000000.0,1.0
2520,Sion,1445,14000000.0,2.0
2521,Malad East,1290,21000000.0,2.0
2522,Goregaon East,1566,25000000.0,2.0
2523,Kandivali West,550,8100000.0,1.0
2524,Malad West,854,15800000.0,2.0
2525,Malad West,1048,24800000.0,2.0
2526,Malad West,1596,38100000.0,3.0
2528,Kandivali West,450,5100000.0,1.0
2529,Malad West,900,14500000.0,2.0
2530,Kandivali West,550,7900000.0,1.0
2531,Malad West,900,20000000.0,2.0
2532,Malad West,350,5000000.0,1.0
2534,Malad West,350,5200000.0,1.0
2535,Malad West,410,5150000.0,1.0
2536,Malad West,300,5700000.0,1.0
2538,Andheri West,350,5000000.0,1.0
2539,Kandivali West,450,7400000.0,1.0
2540,Kharghar,1600,13000000.0,3.0
2541,Vikroli East,880,11000000.0,2.0
2542,Vikroli East,570,8300000.0,1.0
2543,Vikroli East,1120,17000000.0,2.0
2544,Vikroli East,405,9000000.0,1.0
2545,Vikroli East,530,7800000.0,1.0
2546,Vikroli East,530,7600000.0,1.0
2547,Bhandup East,608,8200000.0,1.0
2548,Kalwa,620,6200000.0,1.0
2549,Kalwa,950,7000000.0,1.0
2550,Kalwa,650,6000000.0,1.0
2551,Borivali East,415,6000000.0,1.0
2552,Sion,1445,14000000.0,2.0
2553,Malad East,1290,21000000.0,2.0
2554,Goregaon East,1566,25000000.0,2.0
2555,Kandivali West,550,8100000.0,1.0
2556,Malad West,854,15800000.0,2.0
2557,Malad West,1048,24800000.0,2.0
2558,Malad West,1596,38100000.0,3.0
2560,Kandivali West,450,5100000.0,1.0
2561,Malad West,900,14500000.0,2.0
2562,Kandivali West,550,7900000.0,1.0
2563,Malad West,900,20000000.0,2.0
2564,Malad West,350,5000000.0,1.0
2566,Malad West,350,5200000.0,1.0
2567,Malad West,410,5150000.0,1.0
2568,Malad West,300,5700000.0,1.0
2570,Andheri West,350,5000000.0,1.0
2571,Kandivali West,450,7400000.0,1.0
2573,Malad West,900,20000000.0,2.0
2574,Kandivali East,1051,19200000.0,2.0
2575,Kandivali East,1550,24300000.0,3.0
2576,Malad West,420,5100000.0,1.0
2577,Vichumbe,600,3300000.0,1.0
2578,Vichumbe,898,5200000.0,2.0
2579,Andheri West,1225,20600000.0,2.0
2580,Kalwa,680,6500000.0,1.0
2581,Kalwa,1000,10200000.0,2.0
2582,Kalwa,910,8800000.0,2.0
2583,Kalwa,910,9800000.0,2.0
2584,Kalwa,800,7000000.0,1.0
2585,Kalwa,1000,9500000.0,2.0
2586,Virar,725,4200000.0,1.0
2587,Virar,725,4100000.0,1.0
2588,Virar,725,4000000.0,1.0
2589,Kalwa,850,9200000.0,2.0
2590,Nala Sopara,550,2610000.0,1.0
2591,Kalwa,675,6500000.0,1.0
2592,Goregaon East,1995,44000000.0,3.0
2593,Goregaon East,2800,58000000.0,4.0
2594,Goregaon East,715,15500000.0,1.0
2595,Kalwa,1000,9100000.0,2.0
2596,Kharghar,595,11600000.0,2.0
2597,Kharghar,1271,24200000.0,4.0
2598,Kharghar,860,16299999.999999998,3.0
2599,Kharghar,635,12100000.0,2.0
2600,Andheri East,980,22000000.0,2.0
2601,Virar,586,4503000.0,2.0
2602,Virar,445,3414000.0,1.0
2603,Virar,692,5300000.0,2.0
2604,Virar,487,3699000.0,1.0
2605,Virar,1285,8900000.0,3.0
2606,Virar,1285,8785000.0,3.0
2607,Goregaon East,1690,39500000.0,3.0
2608,Virar,980,5800000.0,2.0
2609,Virar,980,5700000.0,2.0
2610,Virar,730,4200000.0,1.0
2611,Virar,730,4150000.0,1.0
2612,Virar,730,4100000.0,1.0
2613,Virar,980,5200000.0,2.0
2614,Virar,980,5150000.0,2.0
2615,Virar,715,3950000.0,1.0
2616,Virar,715,3900000.0,1.0
2617,Virar,715,3850000.0,1.0
2618,Malad East,1390,26000000.0,3.0
2619,Virar,1075,7000000.0,2.0
2620,Virar,745,4900000.0,1.0
2621,Virar,745,4850000.0,1.0
2622,Virar,1075,6850000.0,2.0
2623,Virar,745,4800000.0,1.0
2624,Malad West,600,8800000.0,1.0
2625,Malad West,600,9000000.0,1.0
2628,Malad West,410,5100000.0,1.0
2630,Kandivali West,900,14500000.0,2.0
2633,Kandivali West,395,5300000.0,1.0
2634,Malad East,1395,22500000.0,2.0
2635,Vichumbe,1100,7000000.0,2.0
2636,Malad West,600,9800000.0,1.0
2637,Malad West,852,15500000.0,2.0
2638,Kandivali West,600,8800000.0,1.0
2639,Malad West,650,9200000.0,1.0
2640,Malad West,450,5000000.0,1.0
2641,Kandivali West,550,9000000.0,1.0
2642,Kandivali West,550,9100000.0,1.0
2643,Panvel,538,5200000.0,2.0
2644,Panvel,387,3750000.0,1.0
2650,Malad West,300,5500000.0,1.0
2651,Malad West,650,8800000.0,1.0
2652,Malad West,350,5200000.0,1.0
2653,Malad West,600,9200000.0,1.0
2654,Kandivali West,300,3800000.0,1.0
2655,Kandivali West,370,5000000.0,1.0
2657,Malad West,850,13500000.0,2.0
2658,Malad West,865,13799999.999999998,2.0
2659,Kandivali West,340,4400000.0,1.0
2660,Malad West,890,16500000.0,2.0
2661,Malad West,650,9200000.0,1.0
2662,Malad West,620,9000000.0,1.0
2663,Malad West,250,3000000.0,1.0
2664,Malad West,400,5500000.0,1.0
2665,Malad West,370,5800000.0,1.0
2666,Malad West,450,7000000.0,1.0
2667,Malad West,625,8900000.0,1.0
2668,Malad East,1480,28000000.0,3.0
2669,Shahapur,780,2500000.0,1.0
2670,Naigaon East,610,3400000.0,1.0
2671,Thane West,750,9200000.0,2.0
2672,Powai,1440,53500000.0,3.0
2673,Powai,1440,43000000.0,3.0
2674,Vikhroli,1020,14000000.0,2.0
2675,Goregaon East,1390,28000000.0,2.0
2676,Goregaon East,1400,24000000.0,2.0
2677,Ghansoli,1200,16500000.0,2.0
2678,Seawoods,1350,21000000.0,2.0
2679,Kalwa,1100,12700000.0,2.0
2680,Naigaon East,560,2600000.0,1.0
2681,Naigaon East,600,2300000.0,1.0
2682,Naigaon East,500,2000000.0,1.0
2683,Naigaon East,540,2450000.0,1.0
2684,Powai,1363,29800000.0,3.0
2685,Powai,1365,26500000.0,3.0
2686,Powai,1650,27500000.0,3.0
2687,Byculla,1315,46000000.0,2.0
2688,Mazgaon,650,18000000.0,1.0
2689,Mazgaon,600,17000000.0,1.0
2690,other,870,38000000.0,2.0
2691,other,1800,61800000.0,3.0
2692,Mazgaon,920,36900000.0,2.0
2693,Agripada,975,36800000.0,2.0
2694,Byculla,1650,44500000.0,2.0
2695,Mazgaon,2250,110000000.0,4.0
2696,Agripada,1020,37000000.0,3.0
2697,Agripada,3500,101100000.0,4.0
2698,Byculla,850,22500000.0,1.0
2699,Byculla,720,23700000.0,2.0
2700,Agripada,1350,67000000.0,3.0
2701,Byculla,1743,56800000.0,3.0
2702,Mazgaon,800,38100000.0,2.0
2703,other,1650,46700000.0,3.0
2704,Byculla,945,19000000.0,2.0
2705,Agripada,680,34000000.0,1.0
2706,Kalwa,620,6000000.0,1.0
2707,Kalwa,575,6000000.0,1.0
2708,Kalwa,1225,12500000.0,2.0
2709,Goregaon East,850,13500000.0,2.0
2710,Goregaon East,850,12000000.0,2.0
2711,Goregaon East,1050,14500000.0,2.0
2712,Malad East,1650,35000000.0,3.0
2713,Malad East,1050,23500000.0,2.0
2714,Malad East,1050,25000000.0,2.0
2715,Goregaon East,1650,60000000.0,3.0
2716,Goregaon East,2550,120000000.0,4.0
2717,Malad East,1120,23500000.0,2.0
2718,Malad West,1250,25000000.0,2.0
2719,Malad West,1500,45000000.0,3.0
2720,Malad West,2100,65000000.0,4.0
2721,Kalwa,1100,12700000.0,2.0
2722,Kalwa,985,10200000.0,2.0
2723,Malad East,1167,20500000.0,2.0
2724,Malad East,695,14000000.0,1.0
2725,Kharghar,638,8900000.0,2.0
2726,Kharghar,1178,12900000.0,3.0
2727,Kharghar,769,11600000.0,2.0
2728,Kharghar,938,10200000.0,3.0
2729,Malad East,1850,37000000.0,2.0
2730,Thane West,429,8200000.0,1.0
2731,Thane West,636,12400000.0,2.0
2732,Thane West,629,12300000.0,2.0
2733,Seawoods,1500,22500000.0,3.0
2734,other,1185,18500000.0,2.0
2735,Belapur,1550,17000000.0,2.0
2736,Vashi,1500,22500000.0,3.0
2737,Koper Khairane,1150,13500000.0,2.0
2738,Vashi,1500,23500000.0,3.0
2739,Seawoods,1680,25000000.0,3.0
2740,Nerul,2100,34500000.0,3.0
2741,Panvel,1080,8300000.0,2.0
2742,Panvel,1260,11000000.0,2.0
2743,Seawoods,1303,19300000.0,2.0
2744,Ghansoli,1850,26000000.0,3.0
2745,Ghansoli,1300,16500000.0,2.0
2746,Kharghar,1080,9500000.0,2.0
2747,Mira Road East,560,6500000.0,1.0
2748,Borivali West,525,9800000.0,1.0
2749,Dahisar,820,17500000.0,2.0
2750,Mira Road East,580,6300000.0,1.0
2751,other,570,9800000.0,1.0
2752,other,580,9800000.0,1.0
2753,Borivali West,780,17500000.0,2.0
2754,Borivali West,570,11500000.0,1.0
2755,Kalwa,910,9500000.0,2.0
2756,Ghatkopar West,1281,36000000.0,3.0
2757,Ghatkopar West,1043,24000000.0,2.0
2758,Ghatkopar West,1860,47100000.0,3.0
2759,Kalwa,575,6200000.0,1.0
2760,Kalwa,775,7500000.0,2.0
2761,Kalwa,600,6000000.0,1.0
2762,Kalwa,685,7000000.0,1.0
2763,Kalwa,650,7000000.0,1.0
2764,other,1380,19500000.0,3.0
2765,Kalwa,645,5200000.0,1.0
2766,Kalwa,685,7100000.0,1.0
2767,Goregaon East,1750,35000000.0,3.0
2768,Kalyan West,595,5000000.0,1.0
2769,Kalyan West,990,5850000.0,2.0
2770,kasaradavali thane west,605,4500000.0,1.0
2771,Dahisar Navi mumbai,1200,3350000.0,2.0
2772,kasaradavali thane west,900,7200000.0,2.0
2773,Malad East,690,13500000.0,1.0
2774,Bhandup West,1400,25000000.0,3.0
2775,other,1244,30000000.0,3.0
2776,Bandra West,1300,52500000.0,3.0
2777,other,1550,58500000.0,3.0
2778,Bandra West,1350,52500000.0,3.0
2779,Bandra West,1500,57500000.0,3.0
2780,Bandra West,1800,70000000.0,3.0
2781,Bandra West,1400,57500000.0,3.0
2782,Khar West,1500,70000000.0,3.0
2783,Bandra West,1200,45000000.0,3.0
2784,Santacruz West,1500,55000000.0,3.0
2785,Khar West,1300,55000000.0,3.0
2786,Khar West,1500,70000000.0,3.0
2787,Bandra West,1400,52500000.0,3.0
2788,Bandra West,900,38500000.0,2.0
2789,Santacruz West,2000,82500000.0,3.0
2790,Bandra West,1040,42500000.0,2.0
2791,Bandra West,1000,45000000.0,2.0
2792,Bandra West,1000,32500000.0,2.0
2793,Bandra West,1000,42500000.0,2.0
2794,Bandra West,950,35000000.0,2.0
2795,Bandra West,1000,32500000.0,2.0
2796,Bandra West,1000,38000000.0,2.0
2797,Bandra West,1200,50000000.0,2.0
2798,Bandra West,1000,45000000.0,2.0
2799,Bandra West,1100,45000000.0,2.0
2800,Bandra West,1000,40000000.0,2.0
2801,Bandra West,1000,47500000.0,2.0
2802,Khar West,950,29000000.0,2.0
2803,Bandra West,1250,55000000.0,3.0
2804,Bandra West,1000,46000000.0,2.0
2805,Bandra West,1350,47500000.0,3.0
2806,Kalwa,530,6500000.0,1.0
2807,Kalwa,445,5500000.0,1.0
2808,Kalwa,600,5400000.0,1.0
2809,Sion,1335,49300000.0,4.0
2810,Sion,1273,47000000.0,3.0
2811,Sion,938,34700000.0,2.0
2812,Chembur,1150,32000000.0,3.0
2813,Chembur,1050,30000000.0,3.0
2814,Chembur,1000,30000000.0,3.0
2815,Powai,1690,66500000.0,3.0
2816,Jogeshwari West,1042,16000000.0,2.0
2817,Jogeshwari West,1200,28000000.0,3.0
2818,Jogeshwari West,700,11800000.0,1.0
2819,Jogeshwari West,700,12000000.0,1.0
2820,Jogeshwari West,1475,35000000.0,3.0
2821,Byculla,990,25500000.0,2.0
2822,Mira Road East,730,6200000.0,1.0
2823,Mazgaon,1120,20500000.0,1.0
2824,Byculla,550,15000000.0,1.0
2825,Wadala,1494,32000000.0,2.0
2826,Wadala,1811,38000000.0,3.0
2827,Girgaon,1039,22500000.0,2.0
2828,Mazgaon,932,22500000.0,2.0
2829,Mazgaon,726,23000000.0,2.0
2830,Mazgaon,660,16500000.0,1.0
2831,Agripada,3646,120000000.0,3.0
2832,Dahisar,1424,30000000.0,2.0
2833,Santacruz East,1188,40000000.0,2.0
2834,Kurla,1250,21000000.0,2.0
2835,Santacruz East,3200,75000000.0,5.0
2836,Mira Road East,715,6800000.0,1.0
2837,Mira Road East,715,6500000.0,1.0
2838,Kalwa,685,7600000.0,1.0
2839,Kalwa,700,7700000.0,1.0
2840,Kalwa,630,6200000.0,1.0
2841,Kalwa,575,6500000.0,1.0
2842,Kalwa,820,8600000.0,2.0
2843,Kalwa,1305,13500000.0,3.0
2844,Kalwa,850,9500000.0,2.0
2846,Koper Khairane,1050,10000000.0,2.0
2847,Seawoods,1100,24000000.0,2.0
2848,Kharghar,1989,23200000.0,3.0
2849,Ghansoli,1000,10500000.0,2.0
2850,Vashi,1100,16100000.000000002,2.0
2851,Bandra West,1000,50000000.0,2.0
2852,Bandra West,900,30500000.0,2.0
2853,Khar West,1000,45000000.0,2.0
2854,Bandra West,1050,47500000.0,2.0
2855,Bandra West,900,40000000.0,2.0
2856,Bandra West,900,42500000.0,2.0
2857,Bandra West,1000,45700000.0,2.0
2858,Bandra West,1200,47500000.0,2.0
2859,Bandra West,1000,34000000.0,2.0
2860,Bandra West,900,37500000.0,2.0
2861,Bandra West,1000,60000000.0,2.0
2862,Bandra West,1000,65000000.0,2.0
2863,Bandra West,1000,50000000.0,2.0
2864,Bandra West,1100,40000000.0,2.0
2865,Bandra West,1100,85000000.0,2.0
2866,Khar West,1000,30000000.0,2.0
2867,Bandra West,850,30000000.0,2.0
2868,Bandra West,1000,50000000.0,2.0
2869,Bandra West,1000,40000000.0,2.0
2870,Bandra West,1000,32500000.0,2.0
2871,Khar West,1000,40000000.0,2.0
2872,Bandra West,1100,40000000.0,2.0
2873,Khar West,1100,50000000.0,2.0
2874,Khar West,900,32500000.0,2.0
2875,Bandra West,1200,60000000.0,2.0
2876,Bandra West,1050,40000000.0,2.0
2877,Bandra West,1500,60000000.0,3.0
2878,Bandra West,2200,65000000.0,4.0
2879,Bandra West,1600,65000000.0,3.0
2880,Khar West,1400,60000000.0,3.0
2881,Bandra West,1300,65000000.0,3.0
2882,Bandra West,1200,45000000.0,3.0
2883,other,1500,57500000.0,3.0
2884,Bandra West,1300,70000000.0,3.0
2885,Bandra West,1600,55000000.0,3.0
2886,Bandra West,1250,46500000.0,3.0
2887,Bandra West,1500,65000000.0,3.0
2888,Bandra West,1400,54000000.0,3.0
2889,Lower Parel,1473,41000000.0,2.0
2890,Prabhadevi,1850,72500000.0,3.0
2891,Prabhadevi,1897,67500000.0,3.0
2892,Chembur,1092,18000000.0,2.0
2893,Byculla,660,16000000.0,1.0
